time,GEN1:Vt,GEN1:delta,GEN1:omega,GEN1:P,GEN2:P,GEN3:P,GEN2:Vt,GEN2:delta,GEN3:delta,GEN2:omega,GEN3:omega,GEN1:Tm,GEN1:Pm,GEN1:Vd,GEN1:Vq,GEN1:Id,GEN1:Iq,GEN1:Vfd,GEN1:Vang
0.1,1.0399571789326838,0.13916766435554773,0.9999690417859909,0.7212274345026504,1.6307896789036926,0.8508298245761925,1.0249028332469505,1.3273871587694264,1.082855580192786,0.9999973725063435,0.99999432435765,0.7164341886769408,0.7164102147448226,0.1449157178929911,1.0298108412330806,0.35362232179021097,0.6453292099017769,1.163583383680069,-0.000635067597965178
0.11,1.0399523011523406,0.13904319457723752,0.999967015295477,0.721071665887452,1.6309088474693867,0.8509385359077349,1.0248871089312723,1.3273746650271778,1.0828288646888378,0.9999966464849549,0.9999928817786224,0.7164355396325573,0.7164102147448226,0.14489322200864038,1.029809080795078,0.35363440824390413,0.6451867794755313,1.163583383680069,-0.0007383526640408762
0.12,1.0399472837457044,0.13891151167599036,0.9999651531567801,0.7209087079322427,1.6310322740305816,0.8510457702524341,1.0248705849495119,1.3273590457325868,1.0827960554730591,0.9999958140253258,0.9999912783378552,0.7164367705770944,0.7164102147448226,0.14486948750442194,1.029807353129834,0.3536479787555922,0.6450376373880358,1.163583383680069,-0.0008476668366093677
0.13,1.0399421489184961,0.13877324172577424,0.9999634552832651,0.7207410461310289,1.631159130321446,0.8511501310624172,1.0248533744766908,1.327339888076025,1.082756570223837,0.9999948727390283,0.9999895250940359,0.7164378827196692,0.7164102147448226,0.14484481301084853,1.029805638575101,0.3536629460176756,0.6448840910047438,1.163583383680069,-0.000962671010646829
0.14,1.039936920575535,0.13862900562122601,0.999961920068506,0.7205710872010147,1.6312885667293318,0.8512503384293895,1.024835596809235,1.3273167734104772,1.082709878037802,0.9999938212212292,0.999987635832837,0.7164388783176471,0.7164102147448226,0.14481949532518298,1.0298039194671411,0.35367920475622755,0.644728374156471,1.163583383680069,-0.0010830292540979407
0.15,1.0399316239853904,0.1384794135603186,0.99996054447019,0.7204011363537254,1.6314197146586202,0.8513452461461565,1.0248173760966068,1.327289280999987,1.0826555086100982,0.9999926590541786,0.9999856266710148,0.7164397606060948,0.7164102147448226,0.1447938259237433,1.029802180294476,0.3536966333352874,0.6445726261895219,1.163583383680069,-0.001208410984119349
0.16,1.0399262854469074,0.1383250598851426,0.9999593241063096,0.720233376788687,1.631551690260399,0.8514338556570176,1.024798840064463,1.3272569917715853,1.0825930598201425,0.9999913868072762,0.9999835156371257,0.7164405337194427,0.7164102147448226,0.14476808773420924,1.0298004078156033,0.3537150955149313,0.6444188730595177,1.163583383680069,-0.0013384930373453005
0.17,1.0399209319592047,0.13816651832230167,0.9999582533619722,0.7200698516241915,1.6316835993608527,0.8515153267548674,1.0247801187336043,1.3272194920533105,1.0825222036610016,0.9999900060325162,0.9999813222376112,0.7164412026066604,0.7164102147448226,0.14474255219572513,1.0297985911384655,0.35373444235266743,0.6442690106683056,1.163583383680069,-0.0014729616194342015
0.18,1.0399155908969573,0.138004337657759,0.9999573255050618,0.7199124484211661,1.6318145434185138,0.8515889849554659,1.0247613431407114,1.3271763772769747,1.0824426904838313,0.9999885192542706,0.9999790670168829,0.7164417729412912,0.7164102147448226,0.14471747662912873,1.0297967217604964,0.353754514231985,0.644124790589214,1.163583383680069,-0.0016115141204869968
0.19,1.0399102896930326,0.1378390378740703,0.9999565328089334,0.7197628864002369,1.6319436263373177,0.8516543255491533,1.024742644068345,1.3271272556209803,1.0823543515611311,0.9999869299525314,0.9999767711197695,0.716442251027704,0.7164102147448226,0.1446931019341085,1.029794793569152,0.3537751429961592,0.6439878082742784,1.163583383680069,-0.0017538607844314537
0.2,1.0399050555306433,0.1376711067709526,0.9999558666803003,0.719622706398984,1.6320699619595502,0.8517110143960893,1.0247241507928406,1.3270717515657695,1.082257100003357,0.9999852425389033,0.9999744558642533,0.7164426437049087,0.7164102147448226,0.14466965062453158,1.029792802803732,0.3537961541619358,0.643859493787933,1.163583383680069,-0.0018997262220475362
0.21,1.0398999150472565,0.13750099708315866,0.999955317790485,0.7194932635668237,1.6321926820607098,0.8517588855919914,1.0247059898596047,1.3270095093324328,1.0821509300921357,0.9999834623248128,0.9999721423318757,0.71644295824925,0.7164102147448226,0.14464732520775261,1.0297907479801585,0.3538173691847275,0.6437411050658418,1.163583383680069,-0.002048850759006567
0.22,1.0398948940525004,0.137329124102813,0.999954876208248,0.7193757227493891,1.6323109446679047,0.851797936186333,1.0246882838959315,1.326940196173615,1.0820359151195293,0.9999815954815826,0.9999698509825173,0.716443202277241,0.7164102147448226,0.14462630690847286,1.0297886297811203,0.35383860774515163,0.6436337236553827,1.163583383680069,-0.0022009916120294256
0.23,1.0398900172622345,0.1371558638067771,0.9999545315324798,0.7192710564729342,1.632423942524619,0.8518283181835999,1.024671150471784,1.326863505485153,1.0819122038461064,0.999979648992202,0.9999676012994942,0.7164433836497305,0.7164102147448226,0.14460675473274626,1.0297864509146126,0.3538596900261379,0.6435382528560043,1.163583383680069,-0.0023559238880399465
0.24,1.03988530805087,0.13698155148338664,0.9999542730231303,0.7191800454026078,1.632530911527939,0.8518503280995456,1.0246547010190579,1.3267791597068765,1.081780015710698,0.9999776305948056,0.9999654114700692,0.7164435103785081,0.7164102147448226,0.14458880486311534,1.029784215944442,0.3538804389495541,0.643455418143746,1.163583383680069,-0.002513441402951861
0.25,1.0398807882238383,0.1368064808470743,0.9999540897288673,0.7191032811167282,1.6326311389698291,0.8518643943786335,1.0246390398196747,1.3266869129816545,1.081639634941415,0.9999755487180509,0.9999632981055787,0.7164435905363616,0.7164102147448226,0.1445725703716502,1.0297819310966596,0.35390068234239713,0.6433857697347974,1.163583383680069,-0.0026733573184954786
0.26,1.039876477811945,0.13663090362407013,0.9999539706100857,0.7190411710124022,1.632723971421758,0.8518710630050919,1.024624263072466,1.3265865535430914,1.0814914037306196,0.9999734124087603,0.9999612760044397,0.7164436321714865,0.7164102147448226,0.14455814123391397,1.0297796040462115,0.3539202550038256,0.6433296871181687,1.163583383680069,-0.002835504597195099
0.27,1.0398723948891222,0.1364550295875852,0.9999539046560324,0.7189939451361907,1.6328088221116606,0.8518709816588084,1.0246104580481776,1.3264779058042164,1.0813357146460216,0.9999712312523533,0.9999593579603513,0.7164436432270357,0.7164102147448226,0.14454558462362338,1.0297772436882908,0.35393900064622086,0.6432873853674773,1.163583383680069,-0.002999736277265072
0.28,1.0398685554148401,0.13627902701667224,0.9999538809949688,0.7189616647170816,1.6328851776542948,0.8518648827782391,1.0245977023411543,1.3263608321220268,1.0811730024558877,0.9999690152867514,0.9999575546170498,0.7164436314664815,0.7164102147448226,0.1445349454650461,1.0297748598989793,0.35395677368609635,0.6432589230265775,1.163583383680069,-0.0031659255707904904
0.29,1.0398649731021996,0.1361030235493791,0.9999538889964539,0.7189442321674242,1.6329526040096936,0.8518535658961306,1.0245860632252788,1.3262352342157966,1.081003735548572,0.9999667749105717,0.9999558743700516,0.7164436044053314,0.7164102147448226,0.14452624721798243,1.0297724632897916,0.35397344086309385,0.6432442113530104,1.163583383680069,-0.0033339657900349085
0.3,1.0398616593124401,0.13592710739783154,0.9999539183649955,0.7189414023110252,1.6330107515600145,0.851837879610205,1.0245755971206283,1.3261010542205844,1.0808284071253444,0.9999645207865537,0.9999543233149168,0.7164435692496257,0.7164102147448226,0.14451949286854,1.0297700649606403,0.3539888826686797,0.6432430246971865,1.163583383680069,-0.003503770108145364
0.31,1.0398586229763356,0.13575132889057,0.9999539592244872,0.7189527945953578,1.633059359211797,0.8518187035407653,1.024566349176082,1.3259582753613066,1.0806475263409911,0.9999622637412634,0.9999529052407276,0.7164435328415159,0.7164102147448226,0.14451466609778615,1.0297676762556136,0.35400299456904344,0.643255011793129,1.163583383680069,-0.0036752711617745594
0.32,1.0398558705426626,0.1355757023057446,0.9999540021930097,0.7189779060474566,1.6330982574488495,0.8517969306106611,1.0245583529717643,1.325806922236987,1.080461609559104,0.9999600146622083,0.999951621666693,0.7164435016121115,0.7164102147448226,0.14451173259979808,1.0297653085257064,0.3540156880103563,0.6432797077389335,1.163583383680069,-0.0038484205043491653
0.33,1.0398534059536464,0.13540020795769805,0.999954038447736,0.7190161247390768,1.6331273702795681,0.8517734499611318,1.0245516303437991,1.3256470607093296,1.0802711718787086,0.9999577843935596,0.9999504719190933,0.7164434815416668,0.7164102147448226,0.14451064152051954,1.0297629729023698,0.35402689119774716,0.6433165464506355,1.163583383680069,-0.004023187919713235
0.34,1.0398512306470282,0.13522479449894298,0.9999540597798334,0.7190667435368903,1.6331467160420206,0.8517491307901554,1.024546191332391,1.3254787973944324,1.0800767190761587,0.9999555836317232,0.999949453245153,0.7164434781270764,0.7164102147448226,0.14451132698924157,1.0297606800854011,0.3540365496428657,0.6433648733825298,1.163583383680069,-0.004199560606827168
0.35000000000000003,1.0398493435841039,0.13504938139959718,0.9999540586393969,0.7191289739262999,1.6331564070494309,0.8517248073690206,1.0245420342527567,1.32530227876126,1.0798787400914458,0.9999534228220214,0.9999485609599179,0.7164434963565495,0.7164102147448226,0.14451370971531102,1.029758440148276,0.35404462647847507,0.6434239583187596,1.163583383680069,-0.004377542246943331
0.36,1.0398477413028608,0.1348738615668803,0.9999540281705829,0.7192019597133695,1.6331566480781206,0.8517012654584768,1.02453914588695,1.325117689845279,1.0796777001716082,0.9999513120577506,0.999947788621775,0.7164435406912478,0.7164102147448226,0.14451769862389274,1.029756262363631,0.35405110254149635,0.6434930080556798,1.163583383680069,-0.004557151965354539
0.37,1.0398464179950593,0.13469810406831148,0.9999539622372305,0.719284790427149,1.633147733718713,0.8516792303090359,1.024537501793155,1.3249252525903965,1.0794740347661422,0.999949260982856,0.9999471282319422,0.7164436150535898,0.7164102147448226,0.14452319250612577,1.0297541550510942,0.354055976229564,0.6435711788108284,1.163583383680069,-0.004738423200278133
0.38,1.0398453656059032,0.13452195692365868,0.9999538554393652,0.7193765142645269,1.6331300446295807,0.8516593563914581,1.02453706672762,1.324725223836911,1.0792681442506336,0.9999472786994255,0.999946570453025,0.7164437228218623,0.7164102147448226,0.14453008166086506,1.0297521254492161,0.35405926313882624,0.6436575882126622,1.163583383680069,-0.0049214024918514
0.39,1.0398445739547104,0.13434524993250074,0.9999537031210703,0.7194761504404238,1.633104042748383,0.8516422189639044,1.0245377951730605,1.3245178929775518,1.0790603895356359,0.9999453736811418,0.9999461048416266,0.7164438668307198,0.7164102147448226,0.14453824950723634,1.029750179612724,0.35406099549382264,0.6437513267442364,1.163583383680069,-0.005106148204407529
0.4,1.0398440308748125,0.1341677975063394,0.999953501370292,0.7195827008280166,1.6330702655334282,0.8516283075427633,1.02453963196612,1.3243035793077427,1.0788510885984857,0.9999435536937548,0.9999457200899754,0.7164440493771093,0.7164102147448226,0.1445475741494982,1.0297483223358381,0.3540612213828094,0.6438514685341593,1.163583383680069,-0.005292729195350095
0.41000000000000003,1.0398437223707424,0.13398940147655264,0.9999532470112013,0.7196951607953824,1.6330293193206413,0.8516180213050755,1.024542513015342,1.3240826290999361,1.0786405139566597,0.999941825723538,0.9999454042716142,0.716444272231123,0.7164102147448226,0.14455792987805655,1.029746557101898,0.3540600038141288,0.6439570814081504,1.163583383680069,-0.0054812234438950756
0.42,1.0398436327906104,0.13380985385200214,0.9999529375897872,0.7198125291669445,1.632981871894466,0.8516116664128836,1.0245463661001113,1.3238554124351667,1.078428891082774,0.9999401959145843,0.9999451450863593,0.7164445366512587,0.7164102147448226,0.14456918859293597,1.0297448860590444,0.35405741961154097,0.6440672361347607,1.163583383680069,-0.005671716652835923
0.43,1.0398437450114566,0.1336289395027649,0.999952571353388,0.7199338172592623,1.6329286443816218,0.8516094552141513,1.0245511117401496,1.323622319827801,1.0782163977437267,0.9999386695156726,0.9999449300999895,0.7164448434035569,0.7164102147448226,0.14458122113848207,1.0297433100212676,0.3540535581679377,0.6441810148183236,1.163583383680069,-0.005864300836244088
0.44,1.039844040635281,0.13344643874921502,0.9999521472248819,0.7200580569609772,1.6328704025852878,0.8516115072417607,1.02455666412448,1.3233837586818125,1.0780031642300762,0.9999372508373032,0.9999447469744425,0.7164451927840719,0.7164102147448226,0.14459389854051108,1.0297418284937074,0.35404852007826115,0.6442975184108657,1.163583383680069,-0.0060590729056455486
0.45,1.0398445001933607,0.13326212983843627,0.9999516647722703,0.7201843078459652,1.6328079478836777,0.8516178519020065,1.0245629320881955,1.3231401496186987,1.0777892744267894,0.9999359432193595,0.9999445836846872,0.7164455846441548,0.7164102147448226,0.14460709313951678,1.0297404397206702,0.35404241567378963,0.6444158733324112,1.163583383680069,-0.006256133266797428
0.46,1.0398451033564748,0.1330757912927146,0.9999511241743743,0.7203116633261591,1.6327421078216255,0.8516284327175349,1.0245698201250466,1.3228919227184242,1.0775747676631802,0.9999347490097056,0.9999444287188762,0.7164460184180197,0.7164102147448226,0.14462067961581593,1.0297391407545395,0.3540353634800946,0.6445352372051932,1.163583383680069,-0.006455584438625262
0.47000000000000003,1.0398458291485888,0.13288720411753943,0.999950526183352,0.7204392558665195,1.6326737265258155,0.8516431129667852,1.02457722942362,1.3226395137154494,1.0773596412683766,0.9999336695538806,0.9999442712588645,0.7164464931521077,0.7164102147448226,0.14463453590465852,1.029737927543392,0.35402748862195993,0.6446548037219885,1.163583383680069,-0.006657529705297159
0.48,1.0398466561616397,0.1326961538591488,0.9999498720847133,0.7205662612983731,1.6326036550746275,0.8516616825434498,1.0245850589148984,1.322383360192019,1.0771438537491294,0.9999327051959009,0.9999441013386967,0.7164470075357694,0.7164102147448226,0.14464854400129165,1.0297367950349496,0.35401892119788325,0.6447738066815121,1.163583383680069,-0.006862071811699461
0.49,1.0398475627690706,0.13250243250411436,0.999949163655475,0.720691902279337,1.6325327419515938,0.8516838658449963,1.0245932063191032,1.3221238978104435,1.076927328499278,0.9999318552900297,0.9999439099791964,0.716447559932832,0.7164102147448226,0.1446625906577467,1.029735737294266,0.3540097946468572,0.6448915232348351,1.163583383680069,-0.0070693117118495
0.5,1.0398485273358578,0.132305840215766,0.9999484031210569,0.7208154509577488,1.6324618237076032,0.8517093304892016,1.0246015691800403,1.3218615566250977,1.0767099579447839,0.9999311182232339,0.9999436892973345,0.7164481484136495,0.7164102147448226,0.1446765679746838,1.0297347476324274,0.3540002441291671,0.6450072763957634,1.163583383680069,-0.007279347378984798
0.51,1.0398495284228857,0.132106186904391,0.9999475931114693,0.7209362309070881,1.6323917159512997,0.8517376966518612,1.0246100458756222,1.3215967575133427,1.0764916080249076,0.9999304914479068,0.9999434325895972,0.7164487707872677,0.7164102147448226,0.14469037389296108,1.0297338187434717,0.3539904049420193,0.6451204368751037,1.163583383680069,-0.007492272685215254
0.52,1.0398505449836484,0.13190329363006922,0.9999467366172917,0.7210536184013812,1.6323232047796339,0.8517685468172795,1.0246185365938236,1.3213299087625547,1.0762721229088208,0.9999299715243066,0.9999431343890995,0.7164494246333871,0.7164102147448226,0.14470391259070792,1.029732942846703,0.35398041098947736,0.645230424303841,1.163583383680069,-0.007708176357763221
0.53,1.0398515565514088,0.13169699383873348,0.9999458369458875,0.7211670431059243,1.6322570387516706,0.8518014357355899,1.024626944264061,1.3210614028479686,1.0760513298476237,0.9999295541720422,0.9999427904967044,0.7164501073338361,0.7164102147448226,0.1447170947925507,1.029732111831612,0.35397039332462654,0.6453367079133744,1.163583383680069,-0.007927141017913678
0.54,1.0398525434151118,0.13148713443355228,0.999944897678242,0.7212759882591134,1.632193921498359,0.8518359003872571,1.0246351754348033,1.3207916134331463,1.0758290440642726,0.9999292343298299,0.9999423979868807,0.7164508161033197,0.7164102147448226,0.14472983799827774,1.029731317402685,0.3539604787802395,0.6454388067423176,1.163583383680069,-0.00814924230788832
0.55,1.039853486782547,0.13127357668503858,0.9999439226267577,0.7213799904206339,1.6321345050495697,0.8518714697648629,1.0246431410891537,1.3205208926216383,1.0756050735881764,0.9999290062226512,0.9999419551894786,0.7164515480192407,0.7164102147448226,0.14474206663864114,1.02973055122153,0.35395078870207974,0.6455362894389427,1.163583383680069,-0.008374548109922997
0.56,1.0398543689294317,0.13105619698437085,0.9999429157942809,0.7214786388592679,1.6320793839473566,0.8519076742952463,1.0246507573911423,1.3202495684848292,1.0753792239470321,0.9999288634353614,0.9999414616489969,0.7164523000504348,0.7164102147448226,0.14475371216619845,1.029729805043892,0.35394143779719284,0.64562877372653,1.163583383680069,-0.008603117860923026
0.5700000000000001,1.0398551733333092,0.130834887445301,0.9999418813345857,0.7215715746498528,1.6320290902012895,0.8519440547406747,1.0246579463565302,1.3199779428871559,1.0751513026356327,0.9999287989917356,0.9999409180632618,0.7164530690846955,0.7164102147448226,0.14476471308909108,1.029729070849357,0.35393253310712536,0.6457159255955239,1.163583383680069,-0.008835001965146316
0.58,1.0398558847913597,0.1306095563607159,0.9999408235144888,0.7216584895441271,1.6319840891283035,0.8519801704358343,1.0246646364430294,1.319706289625872,1.0749211232897207,0.9999288054378903,0.999940326203735,0.7164538519550006,0.7164102147448226,0.14477501495548406,1.029728340961761,0.35392417311402474,0.6457974582820111,1.163583383680069,-0.009070241306478185
0.59,1.0398564895214308,0.13038012852043732,0.9999397466777208,0.7217391246741472,1.6319447761055783,0.8520156067370924,1.0246707630559742,1.3194348528984,1.0746885095022358,0.9999288749289857,0.9999396888199029,0.7164546454643774,0.7164102147448226,0.1447845702960429,1.0297276081585964,0.35391644698524416,0.645873131086519,1.163583383680069,-0.009308866860975411
0.6,1.0398569752458213,0.13014654539720003,0.9999386552106432,0.7218132691402017,1.6319114742514746,0.852049981581922,1.0246762689666158,1.3191638461061064,1.0744532982293113,0.9999289993180993,0.9999390095303786,0.7164554464093807,0.7164102147448226,0.14479333853135276,1.0297268657679732,0.35390943395994046,0.6459427480809599,1.163583383680069,-0.009550899409515734
0.61,1.0398573312575368,0.1299087652079579,0.9999375535098562,0.7218807585277423,1.6318844330357631,0.8520829510783676,1.0246811046413338,1.3188934509991264,1.074215342743862,0.9999291702461618,0.9999382927034677,0.7164562516021674,0.7164102147448226,0.1448012858505905,1.0297261077519897,0.35390320287903654,0.6460061567447697,1.163583383680069,-0.009796349349575413
0.62,1.0398575484689696,0.1296667628577537,0.9999364459517175,0.7219414733900805,1.6318638278075892,0.8521142140671196,1.024685228481185,1.3186238171627012,1.0739745151053837,0.999929379231861,0.9999375433300107,0.7164570578911842,0.7164102147448226,0.14480838506708613,1.0297253287756682,0.3538978118578757,0.6460632465641817,1.163583383680069,-0.010045216604384049
0.63,1.0398576194431235,0.1294205297733792,0.9999353368637601,0.7219953377255691,1.6318497602169064,0.8521435156212536,1.0246886069722483,1.3183550618414446,1.0737307081254002,0.9999296177604517,0.9999367668913202,0.7164578621804898,0.7164102147448226,0.14481461545565782,1.0297245242609063,0.353893308098917,0.6461139476212374,1.163583383680069,-0.010297490626961633
0.64,1.039857538407697,0.12917007363394217,0.999934230497982,0.722042317470258,1.6318422594936899,0.8521706494709131,1.0246912147482772,1.3180872700940662,1.0734838368186537,0.9999298773704537,0.9999359692249782,0.716458661447751,0.7164102147448226,0.14481996257583513,1.0297236904251783,0.35388972784025857,0.6461582291920394,1.163583383680069,-0.010553150495879682
0.65,1.0398573012525205,0.12891541800530681,0.9999331310059579,0.7220824190192057,1.6318412845384365,0.8521954593613872,1.0246930345680987,1.3178204952674035,1.073233839340455,0.9999301497372767,0.9999351563911656,0.7164594527609546,0.7164102147448226,0.14482441808427643,1.0297228243050291,0.35388709643383676,0.6461960983666282,1.163583383680069,-0.010812165098924057
0.66,1.039856905510987,0.12865660188515649,0.9999320424157196,0.7221156877826148,1.6318467267679773,0.8522178393732152,1.0246940572111183,1.3175547597751953,1.0729806774203787,0.999930426752883,0.9999343345420422,0.7164602332938844,0.7164102147448226,0.144827979538911,1.0297219237646456,0.35388542854602434,0.6462275986964258,1.163583383680069,-0.0110744934002857
0.67,1.0398563503262683,0.12839367916520691,0.9999309686103397,0.7221422067761308,1.6318584136522407,0.8522377332513085,1.024694281295074,1.3172900561639063,1.0727243363115795,0.9999307006006748,0.9999335097965162,0.7164610003404142,0.7164102147448226,0.14483065019655703,1.0297209874900626,0.353884728471841,0.6462528088689445,1.163583383680069,-0.011340084786344478
0.68,1.0398556364032359,0.1281267180168457,0.9999299133081561,0.72216209523901,1.6318761128706012,0.8522551328069504,1.024693713020917,1.317026348445114,1.0724648242832628,0.999930963824882,0.999932688122515,0.7164617513276599,0.7164102147448226,0.1448324388050758,1.0297200149697745,0.3538849905531611,0.6462718414042959,1.163583383680069,-0.011608879484676095
0.6900000000000001,1.0398547659471205,0.1278558002062504,0.9999288800445735,0.7221755072685407,1.6318995370107399,0.8522700754710435,1.0246923658503417,1.3167635736715362,1.0722021716911454,0.9999312093938222,0.9999318752286201,0.7164624838280392,0.7164102147448226,0.14483335939044942,1.0297190064627426,0.35388619969017693,0.6462848413631783,1.163583383680069,-0.011880809050465974
0.7000000000000001,1.0398537425900305,0.1275810203448101,0.9999278721553867,0.7221826304552098,1.6319283487286793,0.8522826410894144,1.0246902601220014,1.3165016437317025,1.071936429667008,0.9999314307565025,0.9999310764666544,0.7164631955702713,0.7164102147448226,0.14483343103861404,1.0297179629549424,0.3538883319350559,0.6462919850524315,1.163583383680069,-0.012155796914188857
0.71,1.039852571306548,0.127302485080498,0.9999268927615744,0.7221836844997149,1.6319621662857662,0.8522929480610685,1.024687422612919,1.3162404473366114,1.071667668473607,0.9999316218921377,0.9999302967465172,0.7164638844493463,0.7164102147448226,0.14483267767138347,1.0297168861057764,0.3538913551558352,0.6462934787111879,1.163583383680069,-0.012433758984093565
0.72,1.0398512583196606,0.1270203122356784,0.9999259447555273,0.7221789197909905,1.6320005693769246,0.8523011489278511,1.0246838860519183,1.3159798521704322,1.07139597557521,0.9999317773522638,0.9999295404642645,0.7164645485354885,0.7164102147448226,0.14483112781542126,1.0297157781857549,0.35389522975878623,0.6462895571588401,1.163583383680069,-0.012714604296825973
0.73,1.0398498109983505,0.12673462989673756,0.999925030788681,0.7221686159230433,1.6320431051642776,0.8523074255290997,1.024679688592167,1.3157197071764393,1.071121453476858,0.9999318922952315,0.9999288114441206,0.7164651860821192,0.7164102147448226,0.14482881436292014,1.029714642006967,0.3538999094570371,0.646280482384828,1.163583383680069,-0.012998235709315548
0.74,1.0398482377481861,0.12644557546085147,0.9999241532605398,0.7221530801284397,1.6320892944314913,0.8523119838376194,1.0246748732500637,1.3154598449488866,1.0708442173871269,0.9999319625129683,0.9999281128948115,0.7164657955328247,0.7164102147448226,0.14482577432248125,1.0297134808479018,0.35390534207347785,0.6462665420602904,1.163583383680069,-0.013284550624964303
0.75,1.0398465478962713,0.12615329464519592,0.9999233143090883,0.7221326456069718,1.6321386377764606,0.8523150485935872,1.0246694873177626,1.315200084201436,1.0705643927596924,0.9999319844499996,0.9999274473803076,0.716466375527321,0.7164102147448226,0.14482204855859748,1.029712298374203,0.3539114703663087,0.646248047952245,1.163583383680069,-0.013573441747095408
0.76,1.0398447515719123,0.1258579404639284,0.9999225158025987,0.7221076697297796,1.6321906217634592,0.8523168578510736,1.0246635817565872,1.314940232283028,1.0702821127684257,0.9999319552148144,0.9999268168047855,0.7164669249063992,0.7164102147448226,0.14481768151817756,1.0297110985569455,0.3539182328658095,0.6462253342226001,1.163583383680069,-0.013864797852627009
0.77,1.0398428595843412,0.1255596721783446,0.999921759332856,0.7220785321016978,1.6322447249603016,0.8523176575477982,1.0246572105784826,1.314680087712711,1.069997515769172,0.9999318725837549,0.9999262224113526,0.7164674427158307,0.7164102147448226,0.1448127209426648,1.0297098855899762,0.35392556471165626,0.6461987555965646,1.163583383680069,-0.014158504578979495
